Ticker,Company,CEO,Year,SEO Pay
CIT,CIT Group Inc.,Ellen Alemany,2019,"$8,339,413"
TEX,Terex Corporation,John Garrison,2019,"$8,332,602"
HRL,Hormel Foods Corporation,James Snee,2019,"$8,324,267"
XYL,Xylem Inc.,Patrick Decker,2019,"$8,317,204"
ARE,"Alexandria Real Estate Equities, Inc.",Stephen Richardson,2019,"$8,305,638"
TMHC,Taylor Morrison Home Corp.,Sheryl Palmer,2019,"$8,304,888"
IDA,"IDACORP, Inc.",Darrel Anderson,2019,"$8,271,701"
B,Barnes Group Inc.,Patrick Dempsey,2019,"$8,254,192"
PBI,"Pitney Bowes, Inc.",Marc Lautenbach,2019,"$8,229,179"
DTE,DTE Energy Company,Gerardo Norcia,2019,"$8,228,339"
CBOE,"Cboe Global Markets, Inc.",Edward Tilly,2019,"$8,212,785"
TRU,TransUnion,Christopher Cartwright,2019,"$8,206,631"
RDN,Radian Group Inc.,Richard Thornberry,2019,"$8,197,874"
SF,Stifel Financial Corp.,Ronald Kruszewski,2019,"$8,173,326"
GPC,Genuine Parts Company,Paul Donahue,2019,"$8,169,948"
CACI,CACI International Inc,Kenneth Asbury,2019,"$8,129,257"
TWST,Twist Bioscience Corp.,Emily Leproust,2019,"$8,126,157"
SUPN,"Supernus Pharmaceuticals, Inc.",Jack Khattar,2019,"$8,123,132"
RGA,"Reinsurance Group of America, Incorporated",Anna Manning,2019,"$8,116,275"
MTSI,"MACOM Technology Solutions Holdings, Inc.",Stephen Daly,2019,"$8,110,249"
BAH,Booz Allen Hamilton Holding Corporation,Horacio Rozanski,2020,"$8,095,434"
AEO,"American Eagle Outfitters, Inc.",Jay Schottenstein,2020,"$8,086,131"
MTZ,"MasTec, Inc.",Jose Mas,2019,"$8,077,270"
MLI,"Mueller Industries, Inc.",Gregory Christopher,2019,"$8,064,706"
ESNT,Essent Group Ltd.,Mark Casale,2019,"$8,056,425"
CYH,"Community Health Systems, Inc.",Wayne Smith,2019,"$8,053,828"
MTDR,Matador Resources Company,Joseph Foran,2019,"$8,028,309"
SNCR,"Synchronoss Technologies, Inc.",Glenn Lurie,2019,"$8,021,626"
COST,Costco Wholesale Corporation,W. Jelinek,2019,"$8,016,200"
BYND,"Beyond Meat, Inc.",Ethan Brown,2019,"$8,010,451"
VC,Visteon Corporation,Sachin Lawande,2019,"$8,008,145"
TER,"Teradyne, Inc.",Mark Jagiela,2019,"$8,007,913"
TDOC,"Teladoc Health, Inc.",Jason Gorevic,2019,"$7,995,688"
BLMN,"Bloomin' Brands, Inc.",David Deno,2019,"$7,980,859"
VRTU,Virtusa Corporation,Kris Canekeratne,2019,"$7,979,479"
GEF,"Greif, Inc.",Peter Watson,2019,"$7,974,525"
AN,"AutoNation, Inc.",Cheryl Miller,2019,"$7,971,349"
SUI,"Sun Communities, Inc.",Gary Shiffman,2019,"$7,969,265"
ATEC,"Alphatec Holdings, Inc.",Patrick Miles,2019,"$7,960,105"
SIGI,"Selective Insurance Group, Inc.",Gregory Murphy,2019,"$7,945,261"
WYND,"Wyndham Destinations, Inc.",Michael Brown,2019,"$7,935,429"
PAYX,"Paychex, Inc.",Martin Mucci,2019,"$7,930,520"
GPI,"Group 1 Automotive, Inc.",Earl Hesterberg,2019,"$7,924,402"
SMG,The Scotts Miracle-Gro Company,James Hagedorn,2019,"$7,922,384"
ATR,"AptarGroup, Inc.",Stephan Tanda,2019,"$7,918,040"
AL,Air Lease Corporation,John Plueger,2019,"$7,895,939"
EGRX,"Eagle Pharmaceuticals, Inc.",Scott Tarriff,2019,"$7,883,697"
HMTV,"Hemisphere Media Group, Inc.",Alan Sokol,2019,"$7,878,571"
ANAB,"AnaptysBio, Inc.",Hamza Suria,2019,"$7,875,186"
IART,Integra LifeSciences Holdings Corporation,Peter Arduini,2019,"$7,859,423"
XPO,"XPO Logistics, Inc.",Bradley Jacobs,2019,"$7,858,337"
GBX,"The Greenbrier Companies, Inc.",William Furman,2019,"$7,851,446"
ANAT,American National Insurance Company,James Pozzi,2019,"$7,850,440"
GRUB,"GrubHub, Inc.",Matthew Maloney,2019,"$7,835,653"
SBNY,Signature Bank,Joseph DePaolo,2019,"$7,830,542"
NAVI,Navient Corporation,John Remondi,2019,"$7,793,321"
SCS,Steelcase Inc.,James Keane,2020,"$7,785,187"
CSOD,"Cornerstone OnDemand, Inc.",Adam Miller,2019,"$7,785,022"
PTCT,"PTC Therapeutics, Inc.",Stuart Peltz,2019,"$7,759,441"
OI,"O-I Glass, Inc.",Andres Lopez,2019,"$7,756,817"
AAWW,"Atlas Air Worldwide Holdings, Inc.",William Flynn,2019,"$7,745,315"
UIS,Unisys Corporation,Peter Altabef,2019,"$7,743,213"
PSN,Parsons Corporation,Charles Harrington,2019,"$7,742,034"
HP,"Helmerich & Payne, Inc.",John Lindsay,2019,"$7,731,049"
QTWO,"Q2 Holdings, Inc.",Matthew Flake,2019,"$7,730,829"
PDCE,"PDC Energy, Inc.",Barton Brookman,2019,"$7,730,290"
FEYE,"FireEye, Inc.",Kevin Mandia,2019,"$7,728,166"
COO,"The Cooper Companies, Inc.",Albert White III,2019,"$7,724,745"
CNP,"CenterPoint Energy, Inc.",Scott Prochazka,2019,"$7,724,122"
ACHC,"Acadia Healthcare Company, Inc.",Debra Osteen,2019,"$7,722,613"
MEDP,"Medpace Holdings, Inc.",August Troendle,2019,"$7,712,835"
QTS,"QTS Realty Trust, Inc.",Chad Williams,2019,"$7,708,184"
COF,Capital One Financial Corporation,Richard Fairbank,2019,"$7,705,792"
USFD,US Foods Holding Corp.,Pietro Satriano,2019,"$7,698,033"
CC,The Chemours Co.,Mark Vergnano,2019,"$7,695,644"
AAP,"Advance Auto Parts, Inc.",Thomas Greco,2019,"$7,691,513"
SEM,Select Medical Holdings Corporation,David Chernow,2019,"$7,681,629"
PINC,"Premier, Inc. (North Carolina)",Susan DeVore,2019,"$7,680,984"
ACIW,"ACI Worldwide, Inc.",Philip Heasley,2019,"$7,675,624"
LPLA,LPL Financial Holdings Inc.,Dan Arnold,2019,"$7,669,954"
GWW,"W.W. Grainger, Inc.",Donald Macpherson,2019,"$7,665,127"
AXL,"American Axle & Manufacturing Holdings, Inc.",David Dauch,2019,"$7,663,251"
GATX,GATX Corporation,Brian Kenney,2019,"$7,663,128"
RE,"Everest Re Group, Ltd.",Dominic Addesso,2019,"$7,650,265"
CMC,Commercial Metals Company,Barbara Smith,2019,"$7,648,588"
SYNH,"Syneos Health, Inc.",Alistair Macdonald,2019,"$7,646,359"
ACAD,ACADIA Pharmaceuticals Inc.,Stephen Davis,2019,"$7,631,246"
FRT,Federal Realty Investment Trust,Donald Wood,2019,"$7,630,858"
DAR,Darling Ingredients Inc.,Randall Stuewe,2019,"$7,630,211"
IFF,International Flavors & Fragrances Inc.,Andreas Fibig,2019,"$7,629,084"
CRI,"Carter's, Inc.",Michael Casey,2019,"$7,627,912"
NYCB,"New York Community Bancorp, Inc.",Joseph Ficalora,2019,"$7,625,061"
LNT,Alliant Energy Corporation,John Larsen,2019,"$7,619,999"
G,Genpact Limited,N.V. Tyagarajan,2019,"$7,617,106"
BTU,Peabody Energy Corporation,Glenn Kellow,2019,"$7,610,823"
SPXC,SPX Corporation,Eugene Lowe III,2019,"$7,608,668"
NWL,"Newell Brands, Inc.",Ravichandra Saligram,2019,"$7,569,502"
UPLD,"Upland Software, Inc.",John McDonald,2019,"$7,564,250"
SNA,Snap-on Incorporated,Nicholas Pinchuk,2019,"$7,560,073"
O,Realty Income Corporation,Sumit Roy,2019,"$7,514,361"
MDRX,"Allscripts Healthcare Solutions, Inc.",Paul Black,2019,"$7,508,613"
SWCH,"Switch, Inc.",Rob Roy,2019,"$7,500,429"
ELF,"e.l.f. Beauty, Inc.",Tarang Amin,2018,"$7,492,021"
HBAN,Huntington Bancshares Incorporated,Stephen Steinour,2019,"$7,488,685"
BDC,Belden Inc.,John Stroup,2019,"$7,485,768"
WAB,Westinghouse Air Brake Technologies Corporation,Rafael Santana,2019,"$7,484,027"
SCU,"Sculptor Capital Management, Inc.",Robert Shafir,2019,"$7,479,227"
AZPN,"Aspen Technology, Inc.",Antonio Pietri,2019,"$7,478,887"
COWN,"Cowen, Inc.",Jeffrey Solomon,2019,"$7,478,813"
PRDO,Perdoceo Education Corporation,Todd Nelson,2019,"$7,477,668"
RHI,Robert Half International Inc.,M. Waddell,2019,"$7,433,592"
FCFS,"FirstCash, Inc.",Rick Wessel,2019,"$7,429,721"
STOR,STORE Capital Corp.,Christopher Volk,2019,"$7,426,429"
IDXX,"IDEXX Laboratories, Inc.",Jay Mazelsky,2019,"$7,419,335"
STRA,"Strategic Education, Inc.",Karl McDonnell,2019,"$7,417,025"
BCOR,"Blucora, Inc.",John Clendening,2019,"$7,401,795"
MTOR,"Meritor, Inc.",Jeffrey A. Craig,2019,"$7,399,117"
QRVO,"Qorvo, Inc.",Robert Bruggeworth,2020,"$7,394,904"
APH,Amphenol Corporation,R. Norwitt,2019,"$7,380,975"
NVST,Envista Holdings Corp.,Amir Aghdaei,2019,"$7,377,908"
FRTA,"Forterra, Inc.",Karl Watson Jr.,2019,"$7,373,578"
ASH,"Ashland Global Holdings, Inc.",William Wulfsohn,2019,"$7,372,385"
FREQ,"Frequency Therapeutics, Inc.",David Lucchino,2019,"$7,364,604"
NSP,"Insperity, Inc.",Paul Sarvadi,2019,"$7,363,179"
DLB,"Dolby Laboratories, Inc.",Kevin Yeaman,2019,"$7,360,030"
RYAM,"Rayonier Advanced Materials, Inc.",Paul Boynton,2019,"$7,348,393"
ODFL,"Old Dominion Freight Line, Inc.",Greg Gantt,2019,"$7,344,950"
SHOO,"Steven Madden, Ltd.",Edward Rosenfeld,2019,"$7,335,172"
NEM,Newmont Corporation,Thomas Palmer,2019,"$7,332,204"
BBCP,"Concrete Pumping Holdings, Inc.",Bruce Young,2019,"$7,331,184"
HRC,"Hill-Rom Holdings, Inc.",John Groetelaars,2019,"$7,326,160"
ALNY,"Alnylam Pharmaceuticals, Inc.",John Maraganore,2019,"$7,317,856"
NVCR,Novocure Ltd.,Asaf Danziger,2019,"$7,316,607"
VRTS,"Virtus Investment Partners, Inc.",George Aylward,2019,"$7,314,000"
EVR,Evercore Inc.,Ralph Schlosstein,2019,"$7,312,898"
LAD,"Lithia Motors, Inc.",Bryan DeBoer,2019,"$7,310,816"
WMGI,Wright Medical Group NV,Robert Palmisano,2019,"$7,309,175"
FUL,H.B. Fuller Company,James Owens,2019,"$7,308,158"
AIV,Apartment Investment and Management Company,Terry Considine,2019,"$7,305,455"
MDP,Meredith Corporation,Thomas Harty,2019,"$7,304,263"
PZZA,"Papa John's International, Inc.",Robert Lynch,2019,"$7,301,499"
WW,"WW International, Inc.",Mindy Grossman,2019,"$7,295,423"
EWBC,"East West Bancorp, Inc.",Dominic Ng,2019,"$7,293,132"
NSTG,"NanoString Technologies, Inc.",R. Gray,2019,"$7,288,840"
DBI,Designer Brands Inc.,Roger Rawlins,2020,"$7,288,480"
OHI,"Omega Healthcare Investors, Inc.",C. Pickett,2019,"$7,287,348"
BR,"Broadridge Financial Solutions, Inc.",Timothy Gokey,2019,"$7,285,994"
EHC,Encompass Health Corporation,Mark Tarr,2019,"$7,270,287"
TROX,Tronox Holdings Plc,Jeffry Quinn,2019,"$7,263,598"
FCN,"FTI Consulting, Inc.",Steven Gunby,2019,"$7,261,144"
BIO,"Bio-Rad Laboratories, Inc.",Norman Schwartz,2019,"$7,261,053"
AJRD,"Aerojet Rocketdyne Holdings, Inc.",Eileen Drake,2019,"$7,259,540"
TPC,Tutor Perini Corporation,Ronald Tutor,2019,"$7,236,395"
PROS,"ProSight Global, Inc.",Lawrence Hannon,2019,"$7,233,588"
ENVA,"Enova International, Inc.",David Fisher,2019,"$7,229,908"
THS,"TreeHouse Foods, Inc.",Steven Oakland,2019,"$7,226,469"
OMCL,"Omnicell, Inc.",Randall Lipps,2019,"$7,208,973"
XENT,"Intersect ENT, Inc.",Thomas West,2019,"$7,206,100"
MIDD,The Middleby Corporation,Timothy Fitzgerald,2019,"$7,198,183"
COOP,"Mr. Cooper Group, Inc.",Jay Bray,2019,"$7,194,496"
KWR,Quaker Chemical Corporation,Michael Barry,2019,"$7,192,082"
CR,Crane Co.,Max H. Mitchell,2019,"$7,190,812"
PCTY,Paylocity Holding Corp.,Steven Beauchamp,2019,"$7,185,881"
INSM,Insmed Incorporated,William Lewis,2019,"$7,175,094"
CVBF,CVB Financial Corp.,Christopher Myers,2019,"$7,172,731"
RUSHA,"Rush Enterprises, Inc.",W.M. Rush,2019,"$7,170,518"
PRAH,"PRA Health Sciences, Inc.",Colin Shannon,2019,"$7,160,216"
STL,Sterling Bancorp,Jack Kopnisky,2019,"$7,157,396"
OLN,Olin Corporation,John Fischer,2019,"$7,154,041"
GLUU,Glu Mobile Inc.,Nick Earl,2019,"$7,146,863"
DIOD,Diodes Incorporated,Keh-Shew Lu,2019,"$7,144,194"
MUSA,"Murphy USA, Inc.",R. Clyde,2019,"$7,139,742"
LIVN,LivaNova Plc,Damien McDonald,2019,"$7,131,927"
IMAX,IMAX Corporation,Richard Gelfond,2019,"$7,111,903"
CONE,"CyrusOne, Inc.",Gary Wojtaszek,2019,"$7,108,928"
UNFI,"United Natural Foods, Inc.",Steven Spinner,2019,"$7,100,862"
INT,World Fuel Services Corporation,Michael Kasbar,2019,"$7,100,057"
ITT,"ITT, Inc.",Luca Savi,2019,"$7,068,573"
ULTA,"Ulta Beauty, Inc.",Mary Dillon,2020,"$7,064,799"
PACW,PacWest Bancorp,Matthew Wagner,2019,"$7,061,107"
KFRC,Kforce Inc.,David Dunkel,2019,"$7,060,801"
EXPR,"Express, Inc.",Timothy Baxter,2020,"$7,050,387"
VRTV,Veritiv Corp.,Mary Laschinger,2019,"$7,029,660"
TENB,"Tenable Holdings, Inc.",Amit Yoran,2019,"$7,023,769"
ASMB,"Assembly Biosciences, Inc.",John McHutchison,2019,"$7,007,214"
OUT,OUTFRONT Media Inc.,Jeremy Male,2019,"$6,993,709"
CBRL,"Cracker Barrel Old Country Store, Inc.",Sandra Cochran,2019,"$6,984,935"
LECO,"Lincoln Electric Holdings, Inc.",Christopher Mapes,2019,"$6,981,969"
AAN,"Aaron's, Inc.",John Robinson,2019,"$6,981,190"
KIM,Kimco Realty Corporation,Conor Flynn,2019,"$6,948,567"
NTNX,"Nutanix, Inc.",Dheeraj Pandey,2019,"$6,943,333"
VIAV,"Viavi Solutions, Inc.",Oleg Khaykin,2019,"$6,942,078"
MAC,The Macerich Company,Thomas O'Hern,2019,"$6,938,049"
BE,Bloom Energy Corporation,K. Sridhar,2019,"$6,933,765"
RXN,Rexnord Corporation,Todd Adams,2020,"$6,932,834"
MATW,Matthews International Corporation,Joseph Bartolacci,2019,"$6,919,529"
WPC,W. P. Carey Inc.,Jason Fox,2019,"$6,918,604"
CLVS,"Clovis Oncology, Inc.",Patrick Mahaffy,2019,"$6,907,470"
CPB,Campbell Soup Company,Mark Clouse,2019,"$6,895,774"
PAG,"Penske Automotive Group, Inc.",Roger Penske,2019,"$6,893,752"
TDS,"Telephone and Data Systems, Inc.",LeRoy Carlson Jr.,2019,"$6,885,781"
JWN,"Nordstrom, Inc.",Erik Nordstrom,2020,"$6,872,303"
TSE,Trinseo SA,Frank Bozich,2019,"$6,869,598"
WTM,"White Mountains Insurance Group, Ltd.",Manning Rountree,2019,"$6,858,274"
CAL,"Caleres, Inc.",Diane Sullivan,2020,"$6,854,884"
ALEC,"Alector, Inc.",Arnon Rosenthal,2019,"$6,854,338"
IGT,International Game Technology Plc,Marco Sala,2019,"$6,845,275"
LW,"Lamb Weston Holdings, Inc.",Thomas Werner,2019,"$6,837,282"
UFS,Domtar Corporation,John Williams,2019,"$6,836,746"
NXGN,"NextGen Healthcare, Inc.",John Frantz,2019,"$6,833,956"
PK,"Park Hotels & Resorts, Inc.",Thomas Baltimore Jr.,2019,"$6,824,939"
CHH,"Choice Hotels International, Inc.",Patrick Pacious,2019,"$6,821,432"
VER,"VEREIT, Inc.",Glenn Rufrano,2019,"$6,821,118"
OSIS,"OSI Systems, Inc.",Deepak Chopra,2019,"$6,818,095"
EPC,Edgewell Personal Care Co.,Rod Little,2019,"$6,817,266"
ENR,"Energizer Holdings, Inc.",Alan Hoskins,2019,"$6,814,918"
FOCS,"Focus Financial Partners, Inc.",Ruediger Adolf,2019,"$6,814,831"
SUM,"Summit Materials, Inc.",Thomas Hill,2019,"$6,812,429"
RWT,"Redwood Trust, Inc.",Christopher Abate,2019,"$6,799,327"
CNO,"CNO Financial Group, Inc.",Gary Bhojwani,2019,"$6,792,823"
BHVN,Biohaven Pharmaceutical Holding Co. Ltd.,Vlad Coric,2019,"$6,787,633"
BNFT,"Benefitfocus, Inc.",Raymond August,2019,"$6,783,727"
TFX,Teleflex Incorporated,Liam Kelly,2019,"$6,782,758"
FSCT,"ForeScout Technologies, Inc.",Michael DeCesare,2018,"$6,775,083"
LGND,Ligand Pharmaceuticals Incorporated,John Higgins,2019,"$6,770,376"
IRBT,iRobot Corporation,Colin Angle,2019,"$6,728,555"
WH,"Wyndham Hotels & Resorts, Inc.",Geoffrey Ballotti,2019,"$6,718,862"
CAKE,The Cheesecake Factory Incorporated,David Overton,2019,"$6,715,889"
DRE,Duke Realty Corporation,James Connor,2019,"$6,693,904"
SWM,"Schweitzer-Mauduit International, Inc.",Jeffrey Kramer,2019,"$6,692,939"
WEN,The Wendy's Company,Todd Penegor,2019,"$6,688,988"
CBT,Cabot Corporation,Sean Keohane,2019,"$6,679,379"
MSA,"MSA Safety, Inc.",Nishan Vartanian,2019,"$6,656,880"
WCC,"WESCO International, Inc.",John Engel,2019,"$6,642,192"
SITC,SITE Centers Corp.,David Lukes,2019,"$6,640,725"
ATRA,"Atara Biotherapeutics, Inc.",Pascal Touchon,2019,"$6,637,308"
NI,NiSource Inc.,Joseph Hamrock,2019,"$6,628,690"
ICPT,"Intercept Pharmaceuticals, Inc.",Mark Pruzanski,2019,"$6,615,785"
LGF.A,Lions Gate Entertainment Corp.,Jon Feltheimer,2019,"$6,615,219"
TWOU,"2U, Inc.",Christopher Paucek,2019,"$6,612,508"
R,"Ryder System, Inc.",Robert Sanchez,2019,"$6,604,851"
WMK,"Weis Markets, Inc.",Jonathan Weis,2019,"$6,597,452"
JBHT,"J.B. Hunt Transport Services, Inc.",John Roberts,2019,"$6,588,249"
EQR,Equity Residential,Mark Parrell,2019,"$6,588,161"
RARE,"Ultragenyx Pharmaceutical, Inc.",Emil Kakkis,2019,"$6,586,479"
PATK,"Patrick Industries, Inc.",Todd Cleveland,2019,"$6,585,373"
PE,"Parsley Energy, Inc.",Matthew Gallagher,2019,"$6,584,555"
SKT,"Tanger Factory Outlet Centers, Inc.",Steven Tanger,2019,"$6,569,699"
CLGX,"CoreLogic, Inc.",Frank Martell,2019,"$6,566,414"
ITRI,"Itron, Inc.",Thomas Deitrich,2019,"$6,564,242"
EVOP,"EVO Payments, Inc.",James Kelly,2019,"$6,563,292"
LZB,La-Z-Boy Incorporated,Kurt Darrow,2019,"$6,561,010"
PKOH,Park-Ohio Holdings Corp.,Matthew Crawford,2019,"$6,554,966"
CEIX,CONSOL Energy Inc.,James Brock,2019,"$6,550,372"
BIG,"Big Lots, Inc.",Bruce Thorn,2020,"$6,547,830"
WST,"West Pharmaceutical Services, Inc.",Eric Green,2019,"$6,533,688"
AYX,"Alteryx, Inc.",Dean Stoecker,2019,"$6,526,161"
PLXS,Plexus Corp.,Todd Kelsey,2019,"$6,519,481"
TTEK,"Tetra Tech, Inc.",Dan Batrack,2019,"$6,499,036"
WEX,WEX Inc.,Melissa Smith,2019,"$6,482,394"
UNVR,"Univar Solutions, Inc.",David Jukes,2019,"$6,479,497"
TTGT,"TechTarget, Inc.",Michael Cotoia,2019,"$6,477,383"
PS,"Pluralsight, Inc.",Aaron Skonnard,2019,"$6,476,664"
ISRG,"Intuitive Surgical, Inc.",Gary Guthart,2019,"$6,470,374"
DECK,Deckers Outdoor Corporation,David Powers,2019,"$6,466,472"
WING,"Wingstop, Inc.",Charles Morrison,2019,"$6,462,605"
DBD,"Diebold Nixdorf, Inc.",Gerrard Schmid,2019,"$6,459,554"
STE,STERIS Plc (Ireland),Walter Rosebrough Jr.,2020,"$6,458,640"
CADE,Cadence Bancorporation,Paul Murphy Jr.,2019,"$6,455,886"
ABM,ABM Industries Incorporated,Scott Salmirs,2019,"$6,455,654"
CRY,"CryoLife, Inc.",James Mackin,2019,"$6,453,541"
OGE,OGE Energy Corp.,Sean Trauschke,2019,"$6,447,313"
HTA,"Healthcare Trust of America, Inc.",Scott Peters,2019,"$6,441,916"
LSCC,Lattice Semiconductor Corporation,James Anderson,2019,"$6,440,390"
FSLY,"Fastly, Inc.",Artur Bergman,2019,"$6,434,621"
FNB,F.N.B. Corporation,Vincent Delie,2019,"$6,434,071"
QUAD,"Quad/Graphics, Inc.",J. Quadracci,2019,"$6,430,537"
LKQ,LKQ Corporation,Dominick Zarcone,2019,"$6,429,072"
EXPD,"Expeditors International of Washington, Inc.",Jeffrey Musser,2019,"$6,424,455"
GPOR,Gulfport Energy Corporation,David Wood,2019,"$6,424,018"
ESS,"Essex Property Trust, Inc.",Michael Schall,2019,"$6,419,864"
CLDR,"Cloudera, Inc.",Robert Bearden,2020,"$6,417,266"
PNR,Pentair Plc,John Stauch,2019,"$6,413,860"
CHMA,"Chiasma, Inc.",Raj Kannan,2019,"$6,413,278"
SNBR,Sleep Number Corporation,Shelly Ibach,2019,"$6,412,290"
EXPE,"Expedia Group, Inc.",Barry Diller,2019,"$6,392,072"
RBC,Regal Beloit Corporation,Louis Pinkham,2019,"$6,390,215"
PRSP,"Perspecta, Inc.",John Curtis,2020,"$6,389,994"
KSU,Kansas City Southern,Patrick Ottensmeyer,2019,"$6,380,412"
MTW,"The Manitowoc Company, Inc.",Barry Pennypacker,2019,"$6,373,628"
FELE,"Franklin Electric Co., Inc.",Gregg Sengstack,2019,"$6,371,348"
HOOK,"HOOKIPA Pharma, Inc.",Joern Aldag,2019,"$6,367,981"
WRI,Weingarten Realty Investors,Andrew Alexander,2019,"$6,360,288"
REZI,"Resideo Technologies, Inc.",Michael Nefkens,2019,"$6,353,165"
BKD,Brookdale Senior Living Inc.,Lucinda Baier,2019,"$6,350,901"
SJI,"South Jersey Industries, Inc.",Michael Renna,2019,"$6,346,963"
PRO,"PROS Holdings, Inc.",Andres Reiner,2019,"$6,338,570"
ATKR,"Atkore International Group, Inc.",William Waltz,2019,"$6,334,046"
YELP,Yelp Inc.,Jeremy Stoppelman,2019,"$6,310,987"
CNK,"Cinemark Holdings, Inc.",Mark Zoradi,2019,"$6,308,779"
NNN,"National Retail Properties, Inc.",Julian Whitehurst,2019,"$6,307,897"
UDR,"UDR, Inc.",Thomas Toomey,2019,"$6,307,734"
MSGN,MSG Networks Inc.,Andrea Greenberg,2019,"$6,302,524"
INVH,"Invitation Homes, Inc.",Dallas Tanner,2019,"$6,291,215"
ODC,Oil-Dri Corporation of America,Daniel Jaffee,2019,"$6,286,296"
EXR,Extra Space Storage Inc.,Joseph Margolis,2019,"$6,284,975"
DCI,"Donaldson Company, Inc.",Tod Carpenter,2019,"$6,270,388"
KTB,"Kontoor Brands, Inc.",Scott Baxter,2019,"$6,254,034"
GOSS,"Gossamer Bio, Inc.",Sheila Gujrathi,2019,"$6,245,606"
NJR,New Jersey Resources Corporation,Laurence Downes,2019,"$6,236,190"
MIRM,"Mirum Pharmaceuticals, Inc.",Christopher Peetz,2019,"$6,235,185"
SFM,"Sprouts Farmers Markets, Inc.",Jack Sinclair,2019,"$6,230,744"
HDS,"HD Supply Holdings, Inc.",Joseph DeAngelo,2020,"$6,225,534"
SLCA,"U.S. Silica Holdings, Inc.",Bryan Shinn,2019,"$6,221,334"
BRX,"Brixmor Property Group, Inc.",James Taylor,2019,"$6,220,427"
CROX,"Crocs, Inc.",Andrew Rees,2019,"$6,217,747"
SNX,SYNNEX Corporation,Dennis Polk,2019,"$6,202,995"
GTYH,"GTY Technology Holdings, Inc.",Stephen Rohleder,2019,"$6,202,533"
JACK,Jack in the Box Inc.,Leonard Comma,2019,"$6,202,069"
NTRA,"Natera, Inc.",Steven Chapman,2019,"$6,200,911"
BF.B,Brown-Forman Corporation,Lawson Whiting,2020,"$6,196,407"
EXLS,"ExlService Holdings, Inc.",Rohit Kapoor,2019,"$6,195,217"
MNRL,"Brigham Minerals, Inc.",Robert Roosa,2019,"$6,195,026"
CDW,CDW Corp.,Christine Leahy,2019,"$6,191,797"
RHP,"Ryman Hospitality Properties, Inc.",Colin Reed,2019,"$6,191,608"
CNMD,CONMED Corporation,Curt Hartman,2019,"$6,180,260"
AROC,"Archrock, Inc.",D. Childers,2019,"$6,156,802"
SGH,"SMART Global Holdings, Inc.",Ajay Shah,2019,"$6,151,904"
AXNX,"Axonics Modulation Technologies, Inc.",Raymond Cohen,2019,"$6,147,638"
RGNX,"REGENXBIO, Inc.",Kenneth Mills,2019,"$6,147,269"
MDU,"MDU Resources Group, Inc.",David Goodin,2019,"$6,144,355"
NYT,The New York Times Company,Mark Thompson,2019,"$6,144,106"
LC,LendingClub Corp.,Scott Sanborn,2019,"$6,118,439"
CRUS,"Cirrus Logic, Inc.",Jason Rhode,2020,"$6,110,872"
POL,PolyOne Corporation,Robert Patterson,2019,"$6,106,632"
SAIC,Science Applications International Corp.,Nazzic Keene,2020,"$6,105,848"
MDGL,"Madrigal Pharmaceuticals, Inc.",Paul Friedman,2019,"$6,093,192"
OC,Owens Corning,Brian Chambers,2019,"$6,086,329"
IOSP,Innospec Inc.,Patrick Williams,2019,"$6,079,287"
HCI,"HCI Group, Inc.",Paresh Patel,2019,"$6,076,669"
HRTG,"Heritage Insurance Holdings, Inc.",Bruce Lucas,2019,"$6,076,316"
VSH,"Vishay Intertechnology, Inc.",Gerald Paul,2019,"$6,074,129"
CSGS,"CSG Systems International, Inc.",Bret Griess,2019,"$6,066,073"
SLM,SLM Corporation,Raymond Quinlan,2019,"$6,062,247"
PFGC,Performance Food Group Co.,George Holm,2019,"$6,061,690"
WETF,"WisdomTree Investments, Inc.",Jonathan Steinberg,2019,"$6,060,309"
GDOT,Green Dot Corporation,Steven Streit,2019,"$6,052,751"
GNRC,Generac Holdings Inc.,Aaron Jagdfeld,2019,"$6,050,938"
GEO,"The GEO Group, Inc.",George Zoley,2019,"$6,046,112"
NSIT,"Insight Enterprises, Inc.",Kenneth Lamneck,2019,"$6,042,208"
WWD,"Woodward, Inc.",Thomas Gendron,2019,"$6,041,605"
NEX,"NexTier Oilfield Solutions, Inc.",Robert Drummond,2019,"$6,030,778"
EQC,Equity Commonwealth,David Helfand,2019,"$6,027,946"
CE,Celanese Corporation,Lori Ryerkerk,2019,"$6,027,803"
FIVN,"Five9, Inc.",Rowan Trollope,2019,"$6,026,234"
UNIT,"Uniti Group, Inc.",Kenneth Gunderman,2019,"$6,017,279"
ETFC,E*TRADE Financial Corporation,Michael Pizzi,2019,"$6,012,990"
REXR,"Rexford Industrial Realty, Inc.",Michael Frankel,2019,"$6,012,151"
FHB,"First Hawaiian, Inc.",Robert Harrison,2019,"$6,011,668"
REV,"Revlon, Inc.",Debra Perelman,2019,"$6,006,719"
RLJ,RLJ Lodging Trust,Leslie Hale,2019,"$6,002,381"
ROIC,Retail Opportunity Investments Corp.,Stuart Tanz,2019,"$6,001,136"
SM,SM Energy Company,Javan Ottoson,2019,"$5,999,464"
NVT,nVent Electric Plc,Beth Wozniak,2019,"$5,999,443"
KRG,Kite Realty Group Trust,John Kite,2019,"$5,995,444"
BHE,"Benchmark Electronics, Inc.",Jeffrey Benck,2019,"$5,991,248"
ENSG,"The Ensign Group, Inc.",Barry Port,2019,"$5,982,521"
