Ticker,Company,CEO,Year,SEO Pay
CWEN,"Clearway Energy, Inc.",Christopher Sotos,2019,"$3,054,943"
CUBI,"Customers Bancorp, Inc.",Jay Sidhu,2019,"$3,051,306"
RDNT,"RadNet, Inc.",Howard Berger,2019,"$3,048,401"
VEC,"Vectrus, Inc.",Charles Prow,2019,"$3,048,063"
PLAY,"Dave & Buster's Entertainment, Inc.",Brian Jenkins,2020,"$3,044,168"
FULT,Fulton Financial Corporation,E. Wenger,2019,"$3,043,556"
TRST,TrustCo Bank Corp NY,Robert McCormick,2019,"$3,036,181"
SP,SP Plus Corporation,G. Baumann,2019,"$3,034,934"
OSPN,OneSpan Inc.,Scott Clements,2019,"$3,033,132"
MODN,"Model N, Inc.",Jason Blessing,2019,"$3,029,459"
ALRM,"Alarm.com Holdings, Inc.",Stephen Trundle,2019,"$3,020,414"
TIPT,Tiptree Inc.,Jonathan Ilany,2019,"$3,015,508"
SIEN,"Sientra, Inc.",Jeffrey Nugent,2019,"$3,015,277"
LLNW,"Limelight Networks, Inc.",Robert Lento,2019,"$3,015,122"
OVID,"Ovid Therapeutics, Inc.",Jeremy Levin,2019,"$3,008,980"
LCUT,"Lifetime Brands, Inc.",Robert Kay,2019,"$3,004,661"
VAPO,"Vapotherm, Inc.",Joseph Army,2019,"$3,004,481"
ANGO,"AngioDynamics, Inc.",James Clemmer,2019,"$3,001,490"
MWA,"Mueller Water Products, Inc.",J. Hall,2019,"$3,000,506"
MBUU,"Malibu Boats, Inc.",Jack Springer,2019,"$2,998,042"
KRO,"Kronos Worldwide, Inc.",Robert Graham,2019,"$2,997,000"
ALBO,"Albireo Pharma, Inc.",Ronald W. Cooper,2019,"$2,995,406"
TSC,"TriState Capital Holdings, Inc.",James Getz,2019,"$2,987,106"
BKE,"The Buckle, Inc.",Dennis Nelson,2020,"$2,986,295"
SPWR,SunPower Corporation,Thomas Werner,2019,"$2,972,483"
INFN,Infinera Corporation,Thomas Fallon,2019,"$2,962,093"
THFF,First Financial Corporation,Norman Lowery,2019,"$2,959,176"
CVNA,Carvana Co.,Ernie Garcia III,2019,"$2,957,128"
ADUS,Addus HomeCare Corporation,R. Allison,2018,"$2,944,699"
GRWG,GrowGeneration Corp.,Darren Lampert,2019,"$2,942,215"
BDSI,"BioDelivery Sciences International, Inc.",Herm Cukier,2019,"$2,937,522"
ARCH,"Arch Resources, Inc.",John Eaves,2019,"$2,934,455"
FC,Franklin Covey Co.,Robert Whitman,2019,"$2,932,402"
NX,Quanex Building Products Corporation,William Griffiths,2019,"$2,926,463"
UIHC,United Insurance Holdings Corp.,John Forney,2019,"$2,922,918"
MIC,Macquarie Infrastructure Corporation,Christopher Frost,2019,"$2,921,211"
NLOK,NortonLifeLock Inc.,Gregory Clark,2019,"$2,921,039"
OCFC,OceanFirst Financial Corp.,Christopher Maher,2019,"$2,903,694"
ENV,"Envestnet, Inc.",William Crager,2019,"$2,901,986"
INSP,"Inspire Medical Systems, Inc.",Timothy Herbert,2019,"$2,899,563"
BGS,"B&G Foods, Inc.",Kenneth Romanzi,2019,"$2,896,087"
KLDO,"Kaleido Biosciences, Inc.",Alison Lawton,2019,"$2,889,234"
FDS,FactSet Research Systems Inc.,F. Snow,2019,"$2,884,061"
WIRE,Encore Wire Corporation,Daniel Jones,2019,"$2,883,953"
GRBK,"Green Brick Partners, Inc.",James Brickman,2019,"$2,877,204"
ATNI,"ATN International, Inc.",Michael Prior,2018,"$2,872,134"
EIGR,"Eiger BioPharmaceuticals, Inc.",David Cory,2019,"$2,871,853"
NSCO,"Nesco Holdings, Inc.",Lee Jacobson,2019,"$2,866,894"
PRVL,"Prevail Therapeutics, Inc.",Asa Abeliovich,2019,"$2,861,678"
ADPT,Adaptive Biotechnologies Corp.,Chad Robins,2019,"$2,856,181"
CMD,Cantel Medical Corp.,George Fotiades,2019,"$2,855,047"
GCI,"Gannett Co., Inc.",Kirk Davis,2019,"$2,852,974"
OFG,OFG Bancorp,Jose Fernandez,2019,"$2,852,604"
NR,"Newpark Resources, Inc.",Paul Howes,2019,"$2,852,383"
USPH,"U.S. Physical Therapy, Inc.",Christopher Reading,2019,"$2,851,935"
MR,Montage Resources Corp.,John Reinhart,2019,"$2,849,116"
VYGR,"Voyager Therapeutics, Inc.",Gaetan Turenne,2019,"$2,844,090"
UVE,"Universal Insurance Holdings, Inc.",Stephen Donaghy,2019,"$2,841,894"
XAIR,"Beyond Air, Inc.",Steven Lisi,2019,"$2,839,664"
RUTH,"Ruth's Hospitality Group, Inc.",Cheryl Henry,2019,"$2,833,228"
ADVM,"Adverum Biotechnologies, Inc.",Leone Patterson,2019,"$2,830,318"
ICUI,"ICU Medical, Inc.",Vivek Jain,2019,"$2,825,277"
INSW,"International Seaways, Inc.",Lois Zabrocky,2019,"$2,815,917"
CAMP,CalAmp Corp.,Michael Burdiek,2020,"$2,808,228"
TPB,"Turning Point Brands, Inc.",Lawrence Wexler,2019,"$2,807,741"
TCMD,"Tactile Systems Technology, Inc.",Gerald Mattys,2019,"$2,806,350"
EVFM,"Evofem Biosciences, Inc.",Saundra Pelletier,2019,"$2,803,983"
BREW,"Craft Brew Alliance, Inc.",Andrew Thomas,2019,"$2,803,560"
EVLO,"Evelo Biosciences, Inc.",Balkrishan Gill,2019,"$2,802,000"
WTRE,Watford Holdings Ltd.,John Rathgeber,2019,"$2,798,215"
NCBS,"Nicolet Bankshares, Inc.",Robert Atwell,2019,"$2,798,144"
ICHR,Ichor Holdings Ltd.,Thomas Rohrs,2019,"$2,795,700"
WGO,"Winnebago Industries, Inc.",Michael Happe,2019,"$2,775,830"
III,"Information Services Group, Inc.",Michael Connors,2019,"$2,774,161"
ETH,Ethan Allen Interiors Inc.,M. Kathwari,2019,"$2,772,990"
CNCE,"Concert Pharmaceuticals, Inc.",Roger Tung,2019,"$2,772,349"
DXPE,"DXP Enterprises, Inc.",David Little,2019,"$2,768,390"
TREX,"Trex Company, Inc.",James Cline,2019,"$2,767,497"
KAI,Kadant Inc.,Jeffrey Powell,2019,"$2,765,943"
SCHL,Scholastic Corporation,Richard Robinson,2019,"$2,757,150"
OXM,"Oxford Industries, Inc.",Thomas Chubb III,2020,"$2,755,628"
TPCO,Tribune Publishing Co.,Timothy Knight,2019,"$2,754,340"
IPI,"Intrepid Potash, Inc.",Robert Jornayvaz III,2019,"$2,749,027"
VIE,"Viela Bio, Inc.",Zhengbin Yao,2019,"$2,747,546"
NTCT,"NetScout Systems, Inc.",Anil Singhal,2019,"$2,745,534"
IAA,"IAA, Inc.",John Kett,2019,"$2,734,182"
NBHC,National Bank Holdings Corporation,G. Laney,2019,"$2,725,553"
AAON,"AAON, Inc.",Norman Asbjornson,2019,"$2,722,575"
UNF,UniFirst Corporation,Steven Sintros,2019,"$2,722,142"
UCTT,"Ultra Clean Holdings, Inc.",James Scholhamer,2019,"$2,721,641"
CWST,"Casella Waste Systems, Inc.",John Casella,2019,"$2,721,590"
PAHC,Phibro Animal Health Corporation,Jack Bendheim,2019,"$2,721,229"
MYRG,MYR Group Inc.,Richard Swartz,2019,"$2,720,164"
CNBKA,"Century Bancorp, Inc.",Barry Sloane,2019,"$2,718,816"
HOPE,"Hope Bancorp, Inc.",Kevin Kim,2019,"$2,708,084"
DOOR,Masonite International Corp.,Howard Heckes,2019,"$2,706,067"
CABO,"Cable One, Inc.",Julia Laulis,2019,"$2,704,303"
HURC,"Hurco Companies, Inc.",Michael Doar,2019,"$2,703,657"
AGM,Federal Agricultural Mortgage Corp.,Bradford Nordholm,2019,"$2,700,339"
VRA,"Vera Bradley, Inc.",Robert Wallstrom,2020,"$2,691,300"
GLYC,"GlycoMimetics, Inc.",Rachel King,2019,"$2,689,073"
BOOM,"DMC Global, Inc.",Kevin Longe,2019,"$2,683,684"
CARG,"Cargurus, Inc.",Langley Steinert,2019,"$2,680,111"
GOGO,Gogo Inc.,Oakleigh Thorne,2019,"$2,675,891"
EVC,Entravision Communications Corporation,Walter Ulloa,2019,"$2,674,558"
BCEI,"Bonanza Creek Energy, Inc.",Eric Greager,2019,"$2,673,528"
COLM,Columbia Sportswear Company,Timothy Boyle,2019,"$2,671,227"
CAC,Camden National Corporation,Gregory Dufour,2019,"$2,664,199"
GCAP,"GAIN Capital Holdings, Inc.",Glenn Stevens,2019,"$2,656,705"
LSTR,"Landstar System, Inc.",James Gattoni,2019,"$2,645,790"
ADS,Alliance Data Systems Corporation,Charles Horn,2019,"$2,645,684"
CMRX,"Chimerix, Inc.",Michael Sherman,2019,"$2,644,631"
AGS,"PlayAGS, Inc.",David Lopez,2019,"$2,641,567"
FLWS,"1-800-FLOWERS.COM, Inc.",Christopher McCann,2019,"$2,641,444"
CEMI,"Chembio Diagnostics, Inc.",John Sperzel,2019,"$2,638,846"
MINI,"Mobile Mini, Inc.",Kelly Williams,2019,"$2,634,418"
ICFI,"ICF International, Inc.",John Wasson,2019,"$2,633,874"
BBSI,"Barrett Business Services, Inc.",Michael Elich,2019,"$2,631,122"
SCOR,"comScore, Inc.",William Livek,2019,"$2,630,923"
SBSI,"Southside Bancshares, Inc.",Lee Gibson,2019,"$2,629,143"
AQST,"Aquestive Therapeutics, Inc.",Keith Kendall,2019,"$2,628,576"
JBSS,"John B. Sanfilippo & Son, Inc.",Jeffrey Sanfilippo,2019,"$2,627,790"
TRWH,"Twin River Worldwide Holdings, Inc.",George Papanier,2019,"$2,623,821"
VPG,"Vishay Precision Group, Inc.",Ziv Shoshani,2019,"$2,621,444"
WSR,Whitestone REIT,James Mastandrea,2019,"$2,617,875"
SJW,SJW Group,Eric Thornburg,2019,"$2,609,419"
EXPO,"Exponent, Inc.",Catherine Corrigan,2020,"$2,607,550"
LBC,Luther Burbank Corporation,Simone Lagomarsino,2019,"$2,605,480"
FFBC,First Financial Bancorp (Ohio),Archie Brown Jr.,2019,"$2,604,410"
WLDN,"Willdan Group, Inc.",Thomas Brisbin,2019,"$2,598,258"
CHCT,"Community Healthcare Trust, Inc.",Timothy Wallace,2019,"$2,595,964"
EGLE,Eagle Bulk Shipping Inc.,Gary Vogel,2019,"$2,590,926"
CVGW,"Calavo Growers, Inc.",Lecil Cole,2019,"$2,590,186"
JOUT,Johnson Outdoors Inc.,Helen Johnson-Leipold,2019,"$2,589,519"
INO,"Inovio Pharmaceuticals, Inc.",J. Kim,2019,"$2,588,534"
CNOB,"ConnectOne Bancorp, Inc.",Frank Sorrentino III,2019,"$2,587,787"
WIFI,"Boingo Wireless, Inc.",Michael Finley,2019,"$2,577,597"
ONB,Old National Bancorp,James Ryan,2019,"$2,573,184"
ACIA,"Acacia Communications, Inc.",Murugesan Shanmugaraj,2018,"$2,563,596"
USLM,"United States Lime & Minerals, Inc.",Timothy Byrne,2019,"$2,562,576"
RIGL,"Rigel Pharmaceuticals, Inc.",Raul Rodriguez,2019,"$2,562,118"
CBAY,"CymaBay Therapeutics, Inc.",Sujal Shah,2019,"$2,556,474"
KALA,"Kala Pharmaceuticals, Inc.",Mark Iwicki,2019,"$2,556,167"
MGRC,McGrath RentCorp,Joseph Hanna,2019,"$2,555,509"
NPO,"EnPro Industries, Inc.",Marvin Riley,2019,"$2,551,886"
SATS,EchoStar Corporation,Michael Dugan,2019,"$2,547,199"
SAMG,"Silvercrest Asset Management Group, Inc.",Richard Hough III,2019,"$2,544,417"
DNOW,NOW Inc.,Richard Alario,2019,"$2,541,727"
FIBK,"First Interstate BancSystem, Inc.",Kevin Riley,2019,"$2,534,373"
TPIC,"TPI Composites, Inc.",Steven Lockard,2019,"$2,529,419"
RAVN,"Raven Industries, Inc.",Daniel Rykhus,2020,"$2,528,558"
COHU,"Cohu, Inc.",Luis Muller,2019,"$2,525,302"
SHEN,Shenandoah Telecommunications Company,Christopher French,2019,"$2,524,466"
PTVCB,Protective Insurance Corporation,Jeremy Edgecliffe-Johnson,2019,"$2,523,697"
INGN,"Inogen, Inc.",Scott Wilkinson,2019,"$2,520,530"
ELOX,"Eloxx Pharmaceuticals, Inc.",Robert Ward,2019,"$2,519,248"
NODK,"NI Holdings, Inc.",Michael Alexander,2019,"$2,513,463"
MTCH,"Match Group, Inc. /Old/",Amanda Ginsberg,2018,"$2,508,250"
PZN,"Pzena Investment Management, Inc.",Richard Pzena,2019,"$2,502,500"
TCF,TCF Financial Corp.,Craig Dahl,2019,"$2,501,712"
GWB,"Great Western Bancorp, Inc.",Kenneth J. Karels,2019,"$2,499,371"
XFOR,"X4 Pharmaceuticals, Inc.",Paula Ragan,2019,"$2,497,791"
AMEH,"Apollo Medical Holdings, Inc.",Kenneth Sim,2019,"$2,495,730"
ACEL,"Accel Entertainment, Inc.",Andrew Rubenstein,2019,"$2,492,547"
PGTI,"PGT Innovations, Inc.",Jeffrey Jackson,2019,"$2,489,023"
TCS,"The Container Store Group, Inc.",Melissa Reiff,2019,"$2,488,113"
AGLE,"Aeglea Biotherapeutics, Inc.",Anthony Quinn,2019,"$2,482,776"
ORCL,Oracle Corporation,Mark Hurd,2019,"$2,481,646"
AUB,Atlantic Union Bankshares Corp.,John Asbury,2019,"$2,481,569"
CPF,Central Pacific Financial Corp.,Paul Yonamine,2019,"$2,472,090"
DMRC,Digimarc Corporation,Bruce Davis,2019,"$2,468,326"
GRTX,"Galera Therapeutics, Inc.",J. Sorensen,2019,"$2,465,102"
GCP,"GCP Applied Technologies, Inc.",Randall Dearth,2019,"$2,463,670"
ISEE,"IVERIC bio, Inc.",Glenn Sblendorio,2019,"$2,462,148"
PARR,"Par Pacific Holdings, Inc.",William Pate,2019,"$2,460,513"
TRIP,"TripAdvisor, Inc.",Stephen Kaufer,2019,"$2,455,678"
NVAX,"Novavax, Inc.",Stanley Erck,2019,"$2,438,562"
CTS,CTS Corporation,Kieran O'Sullivan,2019,"$2,438,235"
FOXF,Fox Factory Holding Corp.,Michael Dennison,2020,"$2,432,927"
SCVL,"Shoe Carnival, Inc.",Clifton Sifford,2020,"$2,424,468"
ARCB,ArcBest Corporation,Judy McReynolds,2019,"$2,423,714"
FND,"Floor & Decor Holdings, Inc.",Thomas Taylor Jr.,2019,"$2,422,843"
EGOV,NIC Inc.,Harry Herington,2019,"$2,420,154"
HEES,"H&E Equipment Services, Inc.",Bradley Barber,2019,"$2,419,711"
EQBK,"Equity Bancshares, Inc.",Brad Elliott,2019,"$2,416,530"
AMTB,"Amerant Bancorp, Inc.",Millar Wilson,2019,"$2,416,184"
ARLO,"Arlo Technologies, Inc.",Matthew McRae,2019,"$2,414,666"
CWBR,"CohBar, Inc.",Steven Engle,2019,"$2,410,846"
USX,"US Xpress Enterprises, Inc.",Eric Fuller,2019,"$2,406,436"
HBB,Hamilton Beach Brands Holding Co.,Gregory Trepp,2019,"$2,405,937"
TELA,"TELA Bio, Inc.",Antony Koblish,2019,"$2,399,605"
NBTB,NBT Bancorp Inc.,John Watt Jr.,2019,"$2,392,933"
EPRT,"Essential Properties Realty Trust, Inc.",Peter Mavoides,2019,"$2,388,000"
AI,Arlington Asset Investment Corp.,J. Tonkel,2019,"$2,387,838"
IMUX,"Immunic, Inc.",Daniel Vitt,2019,"$2,383,932"
GNK,Genco Shipping & Trading Limited,John Wobensmith,2019,"$2,383,484"
AVA,Avista Corporation,Dennis Vermillion,2019,"$2,382,620"
MGEE,"MGE Energy, Inc.",Jeffrey Keebler,2019,"$2,381,012"
RYI,Ryerson Holding Corporation,Edward Lehner,2019,"$2,377,775"
BDGE,"Bridge Bancorp, Inc.",Kevin O'Connor,2019,"$2,374,685"
ATGE,Adtalem Global Education Inc.,Lisa Wardell,2019,"$2,373,194"
NLS,"Nautilus, Inc.",James IV,2019,"$2,371,684"
LL,"Lumber Liquidators Holdings, Inc.",Dennis Knowles,2019,"$2,369,633"
ALTR,Altair Engineering Inc.,James Scapa,2019,"$2,369,530"
AVGO,Broadcom Inc.,Hock Tan,2019,"$2,366,888"
TBBK,"The Bancorp, Inc.",Damian Kozlowski,2019,"$2,365,476"
TXG,"10X Genomics, Inc.",Serge Saxonov,2019,"$2,362,962"
EAF,GrafTech International Ltd.,David Rintoul,2019,"$2,361,058"
ZIXI,Zix Corporation,David Wagner,2019,"$2,358,185"
PRTK,"Paratek Pharmaceuticals, Inc.",Evan Loh,2019,"$2,355,896"
SRDX,"SurModics, Inc.",Gary Maharaj,2019,"$2,343,629"
RNST,Renasant Corporation,C. Waycaster,2019,"$2,341,563"
RBB,RBB Bancorp,Yee Thian,2019,"$2,338,418"
KE,"Kimball Electronics, Inc.",Donald Charron,2019,"$2,338,261"
NCMI,"National CineMedia, Inc.",Thomas Lesinski,2019,"$2,338,202"
TAST,"Carrols Restaurant Group, Inc.",Daniel Accordino,2019,"$2,331,775"
ABEO,"Abeona Therapeutics, Inc.",Joao Siffert,2019,"$2,326,061"
UFPT,"UFP Technologies, Inc.",R. Bailly,2019,"$2,325,982"
TOWN,TowneBank,J. Davis,2019,"$2,322,248"
UNTY,"Unity Bancorp, Inc.",James Hughes,2019,"$2,319,998"
NYMX,Nymox Pharmaceutical Corporation,Paul Averback,2019,"$2,317,995"
SHAK,"Shake Shack, Inc.",Randy Garutti,2019,"$2,315,916"
ECOL,"US Ecology, Inc.",Jeffrey Feeler,2019,"$2,315,328"
HZO,"MarineMax, Inc.",W. McGill,2019,"$2,310,064"
AMAL,Amalgamated Bank,Keith Mestrich,2019,"$2,308,999"
TRC,Tejon Ranch Co.,Gregory Bielli,2019,"$2,308,986"
CKPT,"Checkpoint Therapeutics, Inc.",James Oliviero III,2019,"$2,308,250"
CNST,"Constellation Pharmaceuticals, Inc.",Jigar Raythatha,2019,"$2,306,717"
HCCI,"Heritage-Crystal Clean, Inc.",Brian Recatto,2019,"$2,300,414"
IMRA,"Imara, Inc.",Rahul Ballal,2019,"$2,295,175"
TREC,Trecora Resources,Patrick Quarles,2019,"$2,291,586"
APEI,"American Public Education, Inc.",Angela Selden,2019,"$2,290,010"
LQDT,"Liquidity Services, Inc.",William Angrick III,2019,"$2,286,050"
BCRX,"BioCryst Pharmaceuticals, Inc.",Jon Stonehouse,2019,"$2,284,297"
HBIO,"Harvard Bioscience, Inc.",James Green,2019,"$2,280,723"
CEVA,"CEVA, Inc.",Gideon Wertheizer,2019,"$2,280,228"
WSBC,"WesBanco, Inc.",Todd Clossin,2019,"$2,279,173"
EOLS,"Evolus, Inc.",David Moatazedi,2019,"$2,278,813"
NSA,National Storage Affiliates Trust,Arlen Nordhagen,2019,"$2,278,144"
PFS,"Provident Financial Services, Inc.",Christopher Martin,2019,"$2,276,853"
SEIC,SEI Investments Company,Alfred West Jr.,2019,"$2,275,583"
BANR,Banner Corporation,Mark Grescovich,2019,"$2,271,058"
UFCS,"United Fire Group, Inc.",Randy Ramlo,2019,"$2,266,669"
REPL,"Replimune Group, Inc.",Robert Coffin,2019,"$2,265,737"
CTO,"CTO Realty Growth, Inc.",John Albright,2019,"$2,265,400"
WAFD,"Washington Federal, Inc.",Brent Beardall,2019,"$2,263,849"
ATUS,"Altice USA, Inc.",Dexter Goei,2019,"$2,261,200"
AGR,"Avangrid, Inc.",James Torgerson,2019,"$2,258,449"
BAND,Bandwidth Inc.,David Morken,2019,"$2,247,490"
BRKL,"Brookline Bancorp, Inc.",Paul Perrault,2019,"$2,247,200"
MRNS,"Marinus Pharmaceuticals, Inc.",Scott Braunstein,2019,"$2,245,684"
BLFS,"BioLife Solutions, Inc.",Michael Rice,2019,"$2,241,770"
LXFR,Luxfer Holdings Plc,Alok Maskara,2019,"$2,230,190"
SPOK,"Spok Holdings, Inc.",Vincent Kelly,2019,"$2,223,303"
BPFH,"Boston Private Financial Holdings, Inc.",Anthony DeChellis,2019,"$2,218,408"
PGC,Peapack-Gladstone Financial Corporation,Douglas Kennedy,2019,"$2,216,637"
ARWR,"Arrowhead Pharmaceuticals, Inc.",Christopher Anzalone,2019,"$2,216,264"
CALA,"Calithera Biosciences, Inc.",Susan Molineaux,2019,"$2,209,842"
SWAV,"Shockwave Medical, Inc.",Douglas Godshall,2019,"$2,208,317"
FFIC,Flushing Financial Corporation,John Buran,2019,"$2,208,102"
SOI,"Solaris Oilfield Infrastructure, Inc.",William Zartler,2019,"$2,202,200"
HEAR,Turtle Beach Corporation,Juergen Stark,2019,"$2,197,266"
DX,"Dynex Capital, Inc.",Byron Boston,2019,"$2,190,606"
THR,"Thermon Group Holdings, Inc.",Bruce Thames,2020,"$2,187,546"
GRTS,"Gritstone Oncology, Inc.",Andrew Allen,2019,"$2,187,437"
BUSE,First Busey Corporation,Van Dukeman,2019,"$2,186,761"
AMSF,"AMERISAFE, Inc.",G. Frost,2019,"$2,185,875"
ZUMZ,Zumiez Inc.,Richard Brooks Jr.,2020,"$2,177,993"
RDVT,"Red Violet, Inc.",Derek Dubner,2019,"$2,173,749"
MEET,"The Meet Group, Inc.",Geoffrey Cook,2018,"$2,170,519"
DTIL,"Precision BioSciences, Inc.",Matthew Kane,2019,"$2,166,460"
WHD,"Cactus, Inc.",Scott Bender,2019,"$2,163,931"
ACLS,"Axcelis Technologies, Inc.",Mary Puma,2019,"$2,160,741"
TACO,"Del Taco Restaurants, Inc.",John Cappasola Jr.,2019,"$2,160,601"
SRRK,Scholar Rock Holding Corp.,Nagesh Mahanthappa,2019,"$2,158,650"
AAOI,"Applied Optoelectronics, Inc.",Chih-Hsiang Lin,2019,"$2,152,604"
JCOM,"j2 Global, Inc.",Vivek Shah,2019,"$2,151,811"
DORM,"Dorman Products, Inc.",Kevin Olsen,2019,"$2,150,123"
RESN,"Resonant, Inc.",George Holmes,2019,"$2,141,860"
PASG,"Passage Bio, Inc.",Stephen Squinto,2019,"$2,140,351"
ARI,"Apollo Commercial Real Estate Finance, Inc.",Stuart Rothstein,2019,"$2,139,860"
LCI,"Lannett Company, Inc.",Timothy Crew,2019,"$2,134,996"
IBOC,International Bancshares Corporation,Dennis Nixon,2019,"$2,133,934"
EXEL,"Exelixis, Inc.",Michael Morrissey,2020,"$2,132,555"
BHLB,"Berkshire Hills Bancorp, Inc.",Richard Marotta,2019,"$2,132,155"
CIO,"City Office REIT, Inc.",James Farrar,2019,"$2,129,794"
AHH,"Armada Hoffler Properties, Inc.",Louis Haddad,2019,"$2,129,182"
OCUL,"Ocular Therapeutix, Inc.",Antony Mattessich,2019,"$2,126,146"
ACRX,"AcelRx Pharmaceuticals, Inc.",Vincent Angotti,2019,"$2,125,052"
AXTI,"AXT, Inc.",Morris Young,2019,"$2,121,866"
CBTX,"CBTX, Inc.",Robert Franklin Jr.,2019,"$2,121,630"
IHC,Independence Holding Company,Roy Thung,2018,"$2,119,396"
ARGO,"Argo Group International Holdings, Ltd.",Kevin Rehnberg,2019,"$2,117,483"
OSUR,"OraSure Technologies, Inc.",Stephen Tang,2019,"$2,114,821"
PRK,Park National Corporation,David Trautman,2019,"$2,113,848"
NBEV,New Age Beverages Corp.,Brent Willis,2019,"$2,113,292"
AMSC,American Superconductor Corporation,Daniel McGahn,2020,"$2,111,508"
HIW,"Highwoods Properties, Inc.",Theodore Klinck,2019,"$2,103,705"
FSTR,L.B. Foster Co.,Robert Bauer,2019,"$2,095,889"
NGM,"NGM Biopharmaceuticals, Inc.",David Woodhouse,2019,"$2,092,150"
UBA,Urstadt Biddle Properties Inc.,Willing Biddle,2019,"$2,086,734"
HLF,Herbalife Nutrition Ltd.,Michael Johnson,2019,"$2,082,958"
SEDG,"SolarEdge Technologies, Inc.",Zvi Lando,2019,"$2,081,363"
QMCO,Quantum Corporation,James Lerner,2020,"$2,080,600"
SPWH,"Sportsman's Warehouse Holdings, Inc.",Jon Barker,2020,"$2,079,158"
CTT,"CatchMark Timber Trust, Inc.",Jerry Barag,2019,"$2,073,410"
IBTX,"Independent Bank Group, Inc.",David Brooks,2018,"$2,069,389"
AXDX,"Accelerate Diagnostics, Inc.",Lawrence Mehren,2019,"$2,068,795"
PGEN,"Precigen, Inc.",Randal Kirk,2019,"$2,067,617"
OCX,OncoCyte Corp.,Ronald Andrews Jr.,2019,"$2,065,962"
RRGB,"Red Robin Gourmet Burgers, Inc.",Paul Murphy III,2019,"$2,063,158"
RMAX,"RE/MAX Holdings, Inc.",Adam Contos,2019,"$2,062,212"
NESR,National Energy Services Reunited Corp.,Sherif Foda,2019,"$2,058,000"
ZEUS,"Olympic Steel, Inc.",Richard Marabito,2019,"$2,055,820"
CORE,"Core-Mark Holding Company, Inc.",Scott McPherson,2019,"$2,054,230"
AVAV,"AeroVironment, Inc.",Wahid Nawabi,2019,"$2,052,107"
APTS,"Preferred Apartment Communities, Inc.",Daniel DuPree,2019,"$2,050,000"
CSV,"Carriage Services, Inc.",Melvin Payne,2019,"$2,042,675"
NWPX,Northwest Pipe Company,Scott Montross,2019,"$2,037,066"
OPTN,"OptiNose, Inc.",Peter Miller,2019,"$2,033,498"
MCRB,"Seres Therapeutics, Inc.",Eric Shaff,2019,"$2,032,548"
CATC,Cambridge Bancorp,Denis Sheahan,2019,"$2,032,239"
POWL,"Powell Industries, Inc.",Brett Cope,2019,"$2,029,713"
AGFS,"AgroFresh Solutions, Inc.",Jordi Ferre,2018,"$2,025,607"
STBA,"S&T Bancorp, Inc.",Todd Brice,2019,"$2,024,100"
RST,Rosetta Stone Inc.,Arthur Hass III,2019,"$2,022,662"
IDYA,"IDEAYA Biosciences, Inc.",Yujiro Hata,2019,"$2,020,989"
LBAI,"Lakeland Bancorp, Inc.",Thomas Shara,2019,"$2,019,325"
DGII,Digi International Inc.,Ronald Konezny,2019,"$2,017,486"
CRD.B,Crawford & Company,Harsha Agadi,2019,"$2,012,671"
1,"TrueCar, Inc.",Michael Darrow,2019,"$2,012,637"
BXG,Bluegreen Vacations Corporation,Shawn Pearson,2019,"$2,010,947"
KNSL,"Kinsale Capital Group, Inc.",Michael Kehoe,2019,"$2,010,101"
GBCI,"Glacier Bancorp, Inc.",Randall Chesler,2019,"$2,008,175"
BCML,Baycom Corp,George Guarini,2019,"$2,003,940"
OFLX,"Omega Flex, Inc.",Kevin Hoben,2019,"$2,003,905"
OSG,"Overseas Shipholding Group, Inc.",Samuel Norton,2019,"$2,002,367"
PLOW,"Douglas Dynamics, Inc.",Robert McCormick,2019,"$1,987,820"
SELB,"Selecta Biosciences, Inc.",Carsten Brunn,2019,"$1,986,495"
HTLF,"Heartland Financial USA, Inc.",Bruce Lee,2019,"$1,979,941"
FLIC,The First of Long Island Corporation,Michael Vittorio,2019,"$1,978,809"
VOXX,VOXX International Corporation,Patrick Lavelle,2020,"$1,970,668"
HIFS,Hingham Institution for Savings,Robert Gaughen Jr.,2019,"$1,969,212"
BTAI,"BioXcel Therapeutics, Inc.",Vimal Mehta,2019,"$1,968,931"
FFWM,First Foundation Inc.,Scott Kavanaugh,2019,"$1,968,000"
CNR,"Cornerstone Building Brands, Inc.",James Metcalf,2019,"$1,967,104"
ENOB,"Enochian Biosciences, Inc.",Mark Dybul,2019,"$1,964,451"
NEOG,Neogen Corporation,John Adent,2019,"$1,962,814"
ADTN,"ADTRAN, Inc.",Thomas Stanton,2019,"$1,962,156"
CCBG,"Capital City Bank Group, Inc.",William Smith,2019,"$1,957,084"
TTMI,"TTM Technologies, Inc.",Thomas Edman,2019,"$1,956,142"
AVD,American Vanguard Corporation,Eric Wintemute,2019,"$1,954,942"
